Port Name,In FreeBSD Security,In BlackArch Porting
git-wild-hunt,NÃO,SIM
gitdorker,NÃO,SIM
gitdump,NÃO,SIM
gitem,NÃO,SIM
gitgraber,NÃO,SIM
githack,NÃO,SIM
githound,NÃO,SIM
github-dorks,NÃO,SIM
github-subdomains,NÃO,SIM
githubcloner,NÃO,SIM
gitmails,NÃO,SIM
gitminer,NÃO,SIM
gitrecon,NÃO,SIM
gitrob,NÃO,SIM
gittools,NÃO,SIM
gksu,NÃO,SIM
gloom,NÃO,SIM
glpwnme,NÃO,SIM
glue,NÃO,SIM
gmsadumper,NÃO,SIM
go-bindata,NÃO,SIM
go-exploitdb,NÃO,SIM
go-windapsearch,NÃO,SIM
gobd,NÃO,SIM
gocabrito,NÃO,SIM
goddi,NÃO,SIM
golang-glide,NÃO,SIM
goldeneye,NÃO,SIM
golismero,NÃO,SIM
gomapenum,NÃO,SIM
goocanvas1,NÃO,SIM
goodork,NÃO,SIM
goofuzz,NÃO,SIM
goog-mail,NÃO,SIM
google-crc32c,NÃO,SIM
google-explorer,NÃO,SIM
googlesub,NÃO,SIM
goohak,NÃO,SIM
goop,NÃO,SIM
goop-dump,NÃO,SIM
gooscan,NÃO,SIM
gopherus,NÃO,SIM
gophish,NÃO,SIM
goshs,NÃO,SIM
gosint,NÃO,SIM
gospider,NÃO,SIM
gostringsr2,NÃO,SIM
gowitness,NÃO,SIM
gplist,NÃO,SIM
gpocrack,NÃO,SIM
gpowned,NÃO,SIM
gpp-decrypt,NÃO,SIM
gpredict,NÃO,SIM
gps-sdr-sim,NÃO,SIM
gqrx-scanner,NÃO,SIM
gr-air-modes,NÃO,SIM
gr-dect2,NÃO,SIM
gr-gsm,NÃO,SIM
gr-paint,NÃO,SIM
grabbb,NÃO,SIM
grabber,NÃO,SIM
grabing,NÃO,SIM
grabitall,NÃO,SIM
graffiti,NÃO,SIM
grammarinator,NÃO,SIM
graphinder,NÃO,SIM
graphql-cop,NÃO,SIM
graphql-path-enum,NÃO,SIM
graphqlmap,NÃO,SIM
graphw00f,NÃO,SIM
graudit,NÃO,SIM
greenbone-feed-sync,NÃO,SIM
grepcidr,NÃO,SIM
grepforrfi,NÃO,SIM
grig,NÃO,SIM
grokevt,NÃO,SIM
grpc-pentest-suite,NÃO,SIM
grr,NÃO,SIM
grype,NÃO,SIM
gsd,NÃO,SIM
gsmevil2,NÃO,SIM
gspoof,NÃO,SIM
gtalk-decode,NÃO,SIM
gtfo,NÃO,SIM
gtfoblookup,NÃO,SIM
gtk-sharp-2,NÃO,SIM
gtk2,NÃO,SIM
gtksourceview2,NÃO,SIM
gtp-scan,NÃO,SIM
guymager,NÃO,SIM
gwcheck,NÃO,SIM
gwtenum,NÃO,SIM
h2buster,NÃO,SIM
h2csmuggler,NÃO,SIM
h2spec,NÃO,SIM
h2t,NÃO,SIM
h8mail,NÃO,SIM
habu,NÃO,SIM
hachoir-core,NÃO,SIM
hachoir-parser,NÃO,SIM
hackersh,NÃO,SIM
hackredis,NÃO,SIM
hacktv,NÃO,SIM
haiti,NÃO,SIM
haka,NÃO,SIM
hakku,NÃO,SIM
hakrawler,NÃO,SIM
hakrevdns,NÃO,SIM
halberd,NÃO,SIM
halcyon,NÃO,SIM
halcyon-ide,NÃO,SIM
hamster,NÃO,SIM
handle,NÃO,SIM
harness,NÃO,SIM
harpoon,NÃO,SIM
hasere,NÃO,SIM
hash-buster,NÃO,SIM
hash-extender,NÃO,SIM
hash-identifier,NÃO,SIM
hashcatch,NÃO,SIM
hashcheck,NÃO,SIM
hashdb,NÃO,SIM
hashdeep,NÃO,SIM
hasher,NÃO,SIM
hashfind,NÃO,SIM
hashid,NÃO,SIM
hashpeek,NÃO,SIM
hashpump,NÃO,SIM
hashrat,NÃO,SIM
hashtag,NÃO,SIM
haskell-iconv,NÃO,SIM
hatcloud,NÃO,SIM
hate-crack,NÃO,SIM
havoc-c2,NÃO,SIM
haystack,NÃO,SIM
hbad,NÃO,SIM
hcraft,NÃO,SIM
hdcp-genkey,NÃO,SIM
hdmi-sniff,NÃO,SIM
heaptrace,NÃO,SIM
heartbleed-honeypot,NÃO,SIM
heartleech,NÃO,SIM
hekatomb,NÃO,SIM
hellraiser,NÃO,SIM
hemingway,NÃO,SIM
hercules-payload,NÃO,SIM
hetty,NÃO,SIM
hex2bin,NÃO,SIM
hexhttp,NÃO,SIM
hexinject,NÃO,SIM
hexodus,NÃO,SIM
hexorbase,NÃO,SIM
hharp,NÃO,SIM
hidattack,NÃO,SIM
hiddeneye,NÃO,SIM
hiddeneye-legacy,NÃO,SIM
hikpwn,NÃO,SIM
hlextend,NÃO,SIM
hoaxshell,NÃO,SIM
hodor,NÃO,SIM
holehe,NÃO,SIM
hollows-hunter,NÃO,SIM
homepwn,NÃO,SIM
honeycreds,NÃO,SIM
honeyd,NÃO,SIM
honeypy,NÃO,SIM
honssh,NÃO,SIM
hookanalyser,NÃO,SIM
hookshot,NÃO,SIM
hoover,NÃO,SIM
hoper,NÃO,SIM
hopper,NÃO,SIM
hoppy,NÃO,SIM
horusec,NÃO,SIM
host-extract,NÃO,SIM
hostapd-mana,NÃO,SIM
hostapd-wpe,NÃO,SIM
hostbox-ssh,NÃO,SIM
hosthunter,NÃO,SIM
hotpatch,NÃO,SIM
hotspotter,NÃO,SIM
howmanypeoplearearound,NÃO,SIM
hpfeeds,NÃO,SIM
hqlmap,NÃO,SIM
hsecscan,NÃO,SIM
htcap,NÃO,SIM
htexploit,NÃO,SIM
htpwdscan,NÃO,SIM
htrosbif,NÃO,SIM
htshells,NÃO,SIM
http-enum,NÃO,SIM
http-fuzz,NÃO,SIM
http-parser,NÃO,SIM
http-put,NÃO,SIM
http-traceroute,NÃO,SIM
http2smugl,NÃO,SIM
httpbog,NÃO,SIM
httpforge,NÃO,SIM
httpgrep,NÃO,SIM
httppwnly,NÃO,SIM
httprecon,NÃO,SIM
httprint,NÃO,SIM
httprint-win32,NÃO,SIM
httprobe,NÃO,SIM
httpry,NÃO,SIM
httpscreenshot,NÃO,SIM
httpsniff,NÃO,SIM
httpsscanner,NÃO,SIM
httpx,NÃO,SIM
hubbit-sniffer,NÃO,SIM
hulk,NÃO,SIM
hungry-interceptor,NÃO,SIM
hurl-encoder,NÃO,SIM
hwk,NÃO,SIM
hxd,NÃO,SIM
hyde,NÃO,SIM
hyenae,NÃO,SIM
hyperfox,NÃO,SIM
hyperion-crypter,NÃO,SIM
iaxflood,NÃO,SIM
iaxscan,NÃO,SIM
ibrute,NÃO,SIM
icloudbrutter,NÃO,SIM
icmpquery,NÃO,SIM
icmpsh,NÃO,SIM
icmptx,NÃO,SIM
id-entify,NÃO,SIM
ida-free,NÃO,SIM
idb,NÃO,SIM
identywaf,NÃO,SIM
idswakeup,NÃO,SIM
ifchk,NÃO,SIM
ifuzz,NÃO,SIM
iheartxor,NÃO,SIM
iis-shortname-scanner,NÃO,SIM
iisbruteforcer,NÃO,SIM
ike-scan,NÃO,SIM
ikecrack,NÃO,SIM
ikeforce,NÃO,SIM
ikeprobe,NÃO,SIM
ikeprober,NÃO,SIM
ilo4-toolbox,NÃO,SIM
ilty,NÃO,SIM
imagegrep,NÃO,SIM
imagejs,NÃO,SIM
imagemounter,NÃO,SIM
imhex,NÃO,SIM
impacket-ba,NÃO,SIM
impulse,NÃO,SIM
inception,NÃO,SIM
indx2csv,NÃO,SIM
indxcarver,NÃO,SIM
indxparse,NÃO,SIM
inetsim,NÃO,SIM
infection-monkey,NÃO,SIM
infip,NÃO,SIM
infoga,NÃO,SIM
inguma,NÃO,SIM
injectus,NÃO,SIM
innounp,NÃO,SIM
inquisitor,NÃO,SIM
insanity,NÃO,SIM
instagramosint,NÃO,SIM
instashell,NÃO,SIM
intelmq,NÃO,SIM
intelplot,NÃO,SIM
intensio-obfuscator,NÃO,SIM
interactsh-client,NÃO,SIM
intercepter-ng,NÃO,SIM
interlace,NÃO,SIM
interrogate,NÃO,SIM
intersect,NÃO,SIM
intrace,NÃO,SIM
inundator,NÃO,SIM
inurlbr,NÃO,SIM
inviteflood,NÃO,SIM
invoke-cradlecrafter,NÃO,SIM
invoke-dosfuscation,NÃO,SIM
invoke-obfuscation,NÃO,SIM
inzider,NÃO,SIM
iosforensic,NÃO,SIM
ip-https-tools,NÃO,SIM
ip-tracer,NÃO,SIM
ip2clue,NÃO,SIM
ipaudit,NÃO,SIM
ipba2,NÃO,SIM
ipcountry,NÃO,SIM
ipdecap,NÃO,SIM
iphoneanalyzer,NÃO,SIM
ipmipwn,NÃO,SIM
ipobfuscator,NÃO,SIM
ipscan,NÃO,SIM
ipsourcebypass,NÃO,SIM
iptodomain,NÃO,SIM
iptv,NÃO,SIM
ipv4bypass,NÃO,SIM
ipv666,NÃO,SIM
ipython2,NÃO,SIM
ircsnapshot,NÃO,SIM
ironpython,NÃO,SIM
irpas,NÃO,SIM
isf,NÃO,SIM
isip,NÃO,SIM
isme,NÃO,SIM
isr-form,NÃO,SIM
issniff,NÃO,SIM
itpp,NÃO,SIM
ivre,NÃO,SIM
ivre-docs,NÃO,SIM
ivre-web,NÃO,SIM
ja3,NÃO,SIM
jaadas,NÃO,SIM
jackdaw,NÃO,SIM
jaeles,NÃO,SIM
jaidam,NÃO,SIM
jast,NÃO,SIM
java17-openjfx-bin,NÃO,SIM
java21-openjfx-bin,NÃO,SIM
java22-openjdk,NÃO,SIM
java23-openjdk,NÃO,SIM
java24-openjdk,NÃO,SIM
java24-openjfx-bin,NÃO,SIM
javasnoop,NÃO,SIM
jbe,NÃO,SIM
jboss-autopwn,NÃO,SIM
jbrofuzz,NÃO,SIM
jbrute,NÃO,SIM
jcrack,NÃO,SIM
jd-cli,NÃO,SIM
jd-gui,NÃO,SIM
jdeserialize,NÃO,SIM
jdk21-openjdk,NÃO,SIM
jeangrey,NÃO,SIM
jeb-android,NÃO,SIM
jeb-arm,NÃO,SIM
jeb-intel,NÃO,SIM
jeb-mips,NÃO,SIM
jeb-webasm,NÃO,SIM
jefferson,NÃO,SIM
jeopardize,NÃO,SIM
jexboss,NÃO,SIM
jinjector,NÃO,SIM
jira-scan,NÃO,SIM
jndi-injection-exploit,NÃO,SIM
jnetmap,NÃO,SIM
johnny,NÃO,SIM
jok3r,NÃO,SIM
jomplug,NÃO,SIM
jondo,NÃO,SIM
jooforce,NÃO,SIM
joomlascan,NÃO,SIM
joomlavs,NÃO,SIM
joomscan,NÃO,SIM
jpegdump,NÃO,SIM
jpexs-decompiler,NÃO,SIM
jre21-openjdk,NÃO,SIM
jre21-openjdk-headless,NÃO,SIM
jsearch,NÃO,SIM
jsfuck,NÃO,SIM
jshell,NÃO,SIM
jsonbee,NÃO,SIM
jsparser,NÃO,SIM
jsql-injection,NÃO,SIM
jstillery,NÃO,SIM
juicy-potato,NÃO,SIM
junkie,NÃO,SIM
justdecompile,NÃO,SIM
juumla,NÃO,SIM
jwscan,NÃO,SIM
jwt-cracker,NÃO,SIM
jwt-hack,NÃO,SIM
jwt-key-recovery,NÃO,SIM
jwt-tool,NÃO,SIM
jwtcat,NÃO,SIM
jynx2,NÃO,SIM
k55,NÃO,SIM
kacak,NÃO,SIM
kadimus,NÃO,SIM
kalibrate-rtl,NÃO,SIM
kamerka,NÃO,SIM
katana-framework,NÃO,SIM
katana-pd,NÃO,SIM
katsnoop,NÃO,SIM
kautilya,NÃO,SIM
keimpx,NÃO,SIM
kekeo,NÃO,SIM
kerbcrack,NÃO,SIM
kerberoast,NÃO,SIM
kerbrute,NÃO,SIM
kernelpop,NÃO,SIM
keye,NÃO,SIM
kh2hc,NÃO,SIM
khc,NÃO,SIM
kickthemout,NÃO,SIM
killcast,NÃO,SIM
killerbee,NÃO,SIM
kimi,NÃO,SIM
kippo,NÃO,SIM
kismet-earth,NÃO,SIM
kismet2earth,NÃO,SIM
kismon,NÃO,SIM
kiterunner,NÃO,SIM
kitty-framework,NÃO,SIM
klar,NÃO,SIM
klee-uclibc,NÃO,SIM
klogger,NÃO,SIM
knxmap,NÃO,SIM
koadic,NÃO,SIM
kolkata,NÃO,SIM
konan,NÃO,SIM
kraken,NÃO,SIM
krbjack,NÃO,SIM
krbrelayx,NÃO,SIM
kscan,NÃO,SIM
kube-hunter,NÃO,SIM
kubesploit,NÃO,SIM
kubestriker,NÃO,SIM
kubolt,NÃO,SIM
kwetza,NÃO,SIM
l0l,NÃO,SIM
laf,NÃO,SIM
lanmap2,NÃO,SIM
lans,NÃO,SIM
latd,NÃO,SIM
laudanum,NÃO,SIM
lazagne,NÃO,SIM
lazydroid,NÃO,SIM
lbd,NÃO,SIM
lbmap,NÃO,SIM
ld-shatner,NÃO,SIM
ldap-brute,NÃO,SIM
ldapconsole,NÃO,SIM
ldapenum,NÃO,SIM
ldapmonitor,NÃO,SIM
ldapscripts,NÃO,SIM
ldapwordlistharvester,NÃO,SIM
ldeep,NÃO,SIM
ldsview,NÃO,SIM
leaklooker,NÃO,SIM
leechcore,NÃO,SIM
leena,NÃO,SIM
legion,NÃO,SIM
leo,NÃO,SIM
leroy-jenkins,NÃO,SIM
lethalhta,NÃO,SIM
letmefuckit-scanner,NÃO,SIM
leviathan,NÃO,SIM
levye,NÃO,SIM
lfi-autopwn,NÃO,SIM
lfi-exploiter,NÃO,SIM
lfi-fuzzploit,NÃO,SIM
lfi-image-helper,NÃO,SIM
lfi-scanner,NÃO,SIM
lfi-sploiter,NÃO,SIM
lfifreak,NÃO,SIM
lfimap,NÃO,SIM
lfisuite,NÃO,SIM
lfle,NÃO,SIM
lft,NÃO,SIM
lhf,NÃO,SIM
lib32-openssl-1.0,NÃO,SIM
libbde,NÃO,SIM
libbfio,NÃO,SIM
libbtbb,NÃO,SIM
libc-database,NÃO,SIM
libdab,NÃO,SIM
libdaq,NÃO,SIM
libdb,NÃO,SIM
libdisasm,NÃO,SIM
libee,NÃO,SIM
libemu,NÃO,SIM
libestr,NÃO,SIM
libevtx,NÃO,SIM
libfastjson,NÃO,SIM
libfixbuf,NÃO,SIM
libfvde,NÃO,SIM
libghthash,NÃO,SIM
libgksu,NÃO,SIM
libglade,NÃO,SIM
libicu52,NÃO,SIM
libicu64,NÃO,SIM
libidn11,NÃO,SIM
libjodycode,NÃO,SIM
libjpeg6-turbo,NÃO,SIM
liblms7002m-xtrx,NÃO,SIM
liblognorm,NÃO,SIM
libmirisdr4,NÃO,SIM
libnl1,NÃO,SIM
libosip2,NÃO,SIM
libosmocore,NÃO,SIM
libowfat,NÃO,SIM
libparistraceroute,NÃO,SIM
libpcap-1.4,NÃO,SIM
libperseus-sdr,NÃO,SIM
libpff,NÃO,SIM
libpfm4,NÃO,SIM
libpfring,NÃO,SIM
libpjf,NÃO,SIM
libpng12,NÃO,SIM
libsdrplay,NÃO,SIM
libstdc++5,NÃO,SIM
libtins,NÃO,SIM
libtirpc-compat,NÃO,SIM
libusb3380,NÃO,SIM
libvmdk-python,NÃO,SIM
libvmi,NÃO,SIM
libvshadow,NÃO,SIM
libxtrx,NÃO,SIM
libxtrxdsp,NÃO,SIM
libxtrxll,NÃO,SIM
lief,NÃO,SIM
liffy,NÃO,SIM
lightblue,NÃO,SIM
lightbulb,NÃO,SIM
ligolo-mp,NÃO,SIM
ligolo-ng,NÃO,SIM
limeaide,NÃO,SIM
limelighter,NÃO,SIM
linenum,NÃO,SIM
linikatz,NÃO,SIM
linkedin2username,NÃO,SIM
linkedint,NÃO,SIM
linkfinder,NÃO,SIM
linset,NÃO,SIM
linux-exploit-suggester,NÃO,SIM
linux-exploit-suggester.sh,NÃO,SIM
linux-inject,NÃO,SIM
linux-smart-enumeration,NÃO,SIM
lisa.py,NÃO,SIM
list-urls,NÃO,SIM
littleblackbox,NÃO,SIM
littlebrother,NÃO,SIM
loadlibrary,NÃO,SIM
locasploit,NÃO,SIM
lodowep,NÃO,SIM
log-file-parser,NÃO,SIM
log4cpp,NÃO,SIM
log4j-bypass,NÃO,SIM
log4j-scan,NÃO,SIM
logkeys,NÃO,SIM
logmepwn,NÃO,SIM
loic,NÃO,SIM
loki-packet,NÃO,SIM
loki-scanner,NÃO,SIM
lolbas,NÃO,SIM
lorcon-old,NÃO,SIM
lorg,NÃO,SIM
lorsrf,NÃO,SIM
lotophagi,NÃO,SIM
lrod,NÃO,SIM
lsrtunnel,NÃO,SIM
lte-cell-scanner,NÃO,SIM
luksipc,NÃO,SIM
lulzbuster,NÃO,SIM
lunar,NÃO,SIM
luyten,NÃO,SIM
lyricpass,NÃO,SIM
m3-gen,NÃO,SIM
machinae,NÃO,SIM
maclookup,NÃO,SIM
magescan,NÃO,SIM
magicrescue,NÃO,SIM
magictree,NÃO,SIM
maigret,NÃO,SIM
mail-crawl,NÃO,SIM
mailsend-go,NÃO,SIM
make-pdf,NÃO,SIM
maketh,NÃO,SIM
malboxes,NÃO,SIM
malcom,NÃO,SIM
malheur,NÃO,SIM
malice,NÃO,SIM
malicious-pdf,NÃO,SIM
maligno,NÃO,SIM
mallory,NÃO,SIM
malmon,NÃO,SIM
malscan,NÃO,SIM
maltego,NÃO,SIM
malware-check-tool,NÃO,SIM
malwareanalyser,NÃO,SIM
malwaredetect,NÃO,SIM
malwasm,NÃO,SIM
malybuzz,NÃO,SIM
mana,NÃO,SIM
mando.me,NÃO,SIM
manspider,NÃO,SIM
manticore,NÃO,SIM
mantra,NÃO,SIM
manul,NÃO,SIM
mapcidr,NÃO,SIM
mara-framework,NÃO,SIM
marc4dasm,NÃO,SIM
marshalsec,NÃO,SIM
maryam,NÃO,SIM
maskprocessor,NÃO,SIM
massbleed,NÃO,SIM
masscan-automation,NÃO,SIM
massdns,NÃO,SIM
massexpconsole,NÃO,SIM
mat,NÃO,SIM
matahari,NÃO,SIM
matroschka,NÃO,SIM
mausezahn,NÃO,SIM
mbenum,NÃO,SIM
mboxgrep,NÃO,SIM
mdbtools,NÃO,SIM
mdcrack,NÃO,SIM
mdk3,NÃO,SIM
mdns-recon,NÃO,SIM
meanalyzer,NÃO,SIM
meg,NÃO,SIM
melkor,NÃO,SIM
memdump,NÃO,SIM
memfetch,NÃO,SIM
memimager,NÃO,SIM
mentalist,NÃO,SIM
mercury,NÃO,SIM
merlin-server,NÃO,SIM
metabigor,NÃO,SIM
metacoretex,NÃO,SIM
metafinder,NÃO,SIM
metaforge,NÃO,SIM
metagoofil,NÃO,SIM
metame,NÃO,SIM
metasploit-autopwn,NÃO,SIM
meterssh,NÃO,SIM
metoscan,NÃO,SIM
mfcuk,NÃO,SIM
mfsniffer,NÃO,SIM
mft2csv,NÃO,SIM
mftcarver,NÃO,SIM
mftrcrd,NÃO,SIM
mftref2name,NÃO,SIM
mibble,NÃO,SIM
microsploit,NÃO,SIM
middler,NÃO,SIM
mikrotik-npk,NÃO,SIM
mildew,NÃO,SIM
mimikatz,NÃO,SIM
mimipenguin,NÃO,SIM
mingsweeper,NÃO,SIM
miniconda,NÃO,SIM
minimodem,NÃO,SIM
minimysqlator,NÃO,SIM
miranda-upnp,NÃO,SIM
missidentify,NÃO,SIM
missionplanner,NÃO,SIM
mitm,NÃO,SIM
mitm-relay,NÃO,SIM
mitm6,NÃO,SIM
mitmap,NÃO,SIM
mitmap-old,NÃO,SIM
mitmer,NÃO,SIM
mitmf,NÃO,SIM
mkbrutus,NÃO,SIM
mkinitcpio-openswap,NÃO,SIM
mkyara,NÃO,SIM
mobiusft,NÃO,SIM
mobsf,NÃO,SIM
modifycerttemplate,NÃO,SIM
modlishka,NÃO,SIM
modscan,NÃO,SIM
moloch,NÃO,SIM
mongoaudit,NÃO,SIM
mongodb,NÃO,SIM
mongosh,NÃO,SIM
mono-tools,NÃO,SIM
monocle,NÃO,SIM
monsoon,NÃO,SIM
moonwalk,NÃO,SIM
mooscan,NÃO,SIM
morbid,NÃO,SIM
morpheus,NÃO,SIM
morxbook,NÃO,SIM
morxbrute,NÃO,SIM
morxbtcrack,NÃO,SIM
morxcoinpwn,NÃO,SIM
morxcrack,NÃO,SIM
morxkeyfmt,NÃO,SIM
morxtraversal,NÃO,SIM
morxtunel,NÃO,SIM
mosca,NÃO,SIM
mosquito,NÃO,SIM
mots,NÃO,SIM
motsa-dns-spoofing,NÃO,SIM
mousejack,NÃO,SIM
mp3nema,NÃO,SIM
mptcp,NÃO,SIM
mptcp-abuse,NÃO,SIM
mqtt-pwn,NÃO,SIM
mrkaplan,NÃO,SIM
mrsip,NÃO,SIM
mrtparse,NÃO,SIM
ms-sys,NÃO,SIM
msf-mpc,NÃO,SIM
msfdb,NÃO,SIM
msfenum,NÃO,SIM
msmailprobe,NÃO,SIM
mssqlrelay,NÃO,SIM
mssqlscan,NÃO,SIM
mtscan,NÃO,SIM
mubeng,NÃO,SIM
multiinjector,NÃO,SIM
multimac,NÃO,SIM
multiscanner,NÃO,SIM
multitun,NÃO,SIM
munin-hashchecker,NÃO,SIM
muraena,NÃO,SIM
mutator,NÃO,SIM
mwebfp,NÃO,SIM
mxtract,NÃO,SIM
mybff,NÃO,SIM
myjwt,NÃO,SIM
mylg,NÃO,SIM
myrescue,NÃO,SIM
mysql-python,NÃO,SIM
mysql2sqlite,NÃO,SIM
n1qlmap,NÃO,SIM
nacker,NÃO,SIM
naft,NÃO,SIM
narthex,NÃO,SIM
nasnum,NÃO,SIM
navgix,NÃO,SIM
nbname,NÃO,SIM
nbnspoof,NÃO,SIM
nbtenum,NÃO,SIM
nbtool,NÃO,SIM
ncp,NÃO,SIM
ncpfs,NÃO,SIM
ncurses5-compat-libs,NÃO,SIM
ndpi,NÃO,SIM
necromant,NÃO,SIM
needle,NÃO,SIM
neglected,NÃO,SIM
neighbor-cache-fingerprinter,NÃO,SIM
nemesis,NÃO,SIM
neo-regeorg,NÃO,SIM
neo4j-community,NÃO,SIM
net-creds,NÃO,SIM
netactview,NÃO,SIM
netattack,NÃO,SIM
netbios-share-scanner,NÃO,SIM
netbus,NÃO,SIM
netcommander,NÃO,SIM
netcon,NÃO,SIM
netdiscover,NÃO,SIM
netexec,NÃO,SIM
netexec-pingcastle,NÃO,SIM
netkit-bsd-finger,NÃO,SIM
netkit-rusers,NÃO,SIM
netkit-rwho,NÃO,SIM
netmap,NÃO,SIM
netmask,NÃO,SIM
netreconn,NÃO,SIM
netripper,NÃO,SIM
netscan,NÃO,SIM
netscan2,NÃO,SIM
netscout,NÃO,SIM
netsed,NÃO,SIM
netspionage,NÃO,SIM
netstumbler,NÃO,SIM
nettacker,NÃO,SIM
network-app-stress-tester,NÃO,SIM
networkmap,NÃO,SIM
networkminer,NÃO,SIM
netz,NÃO,SIM
netzob,NÃO,SIM
nexfil,NÃO,SIM
nextnet,NÃO,SIM
nfcutils,NÃO,SIM
nfdump,NÃO,SIM
nfex,NÃO,SIM
nfspy,NÃO,SIM
nfsshell,NÃO,SIM
nield,NÃO,SIM
nili,NÃO,SIM
nimbostratus,NÃO,SIM
nipe,NÃO,SIM
nipper,NÃO,SIM
nirsoft,NÃO,SIM
nishang,NÃO,SIM
njsscan,NÃO,SIM
nkiller2,NÃO,SIM
nmap-parse-output,NÃO,SIM
nmbscan,NÃO,SIM
node-ar-drone,NÃO,SIM
nodejs-colors,NÃO,SIM
nodejs-electron-packager,NÃO,SIM
nodejs-lts-gallium,NÃO,SIM
nohidy,NÃO,SIM
nomorexor,NÃO,SIM
noriben,NÃO,SIM
nosqlattack,NÃO,SIM
nosqli,NÃO,SIM
nosqli-user-pass-enum,NÃO,SIM
nosqlmap,NÃO,SIM
notspikefile,NÃO,SIM
novahot,NÃO,SIM
novnc,NÃO,SIM
nray,NÃO,SIM
nsdtool,NÃO,SIM
nsearch,NÃO,SIM
nsec3map,NÃO,SIM
nsec3walker,NÃO,SIM
nsia,NÃO,SIM
nsntrace,NÃO,SIM
nsoq,NÃO,SIM
ntds-decode,NÃO,SIM
ntdsxtract,NÃO,SIM
ntfs-file-extractor,NÃO,SIM
ntfs-log-tracker,NÃO,SIM
ntlm-challenger,NÃO,SIM
ntlm-scanner,NÃO,SIM
ntlm-theft,NÃO,SIM
ntlmrecon,NÃO,SIM
ntlmv1-multi,NÃO,SIM
ntp-fingerprint,NÃO,SIM
ntp-ip-enum,NÃO,SIM
ntpdos,NÃO,SIM
nuclei-templates,NÃO,SIM
nullinux,NÃO,SIM
nullscan,NÃO,SIM
nxcrypt,NÃO,SIM
nzyme,NÃO,SIM
o-saft,NÃO,SIM
o365enum,NÃO,SIM
o365spray,NÃO,SIM
oat,NÃO,SIM
obevilion,NÃO,SIM
obexftp,NÃO,SIM
obexstress,NÃO,SIM
obfs4proxy,NÃO,SIM
objection,NÃO,SIM
oclhashcat,NÃO,SIM
ocs,NÃO,SIM
octopwnweb,NÃO,SIM
office-dde-payloads,NÃO,SIM
ofp-sniffer,NÃO,SIM
ohrwurm,NÃO,SIM
okadminfinder,NÃO,SIM
oledump,NÃO,SIM
ollydbg,NÃO,SIM
omen,NÃO,SIM
omi,NÃO,SIM
omnibus,NÃO,SIM
omnihash,NÃO,SIM
one-lin3r,NÃO,SIM
onesixtyone,NÃO,SIM
onetwopunch,NÃO,SIM
onioff,NÃO,SIM
oniongrok,NÃO,SIM
onionsearch,NÃO,SIM
opendht-c,NÃO,SIM
opendoor,NÃO,SIM
openjdk21-doc,NÃO,SIM
openjdk21-src,NÃO,SIM
openobex,NÃO,SIM
openpuff,NÃO,SIM
openrisk,NÃO,SIM
openscap,NÃO,SIM
openssl-1.0,NÃO,SIM
openssl-1.1,NÃO,SIM
openstego,NÃO,SIM
opensvp,NÃO,SIM
openvas-scanner,NÃO,SIM
openwebrx,NÃO,SIM
operative,NÃO,SIM
orakelcrackert,NÃO,SIM
orbited,NÃO,SIM
origami,NÃO,SIM
orjail,NÃO,SIM
oscanner,NÃO,SIM
osert,NÃO,SIM
osfooler-ng,NÃO,SIM
osi.ig,NÃO,SIM
osint-spy,NÃO,SIM
osinterator,NÃO,SIM
osintgram,NÃO,SIM
ospd-openvas,NÃO,SIM
osrframework,NÃO,SIM
ostinato,NÃO,SIM
osueta,NÃO,SIM
otori,NÃO,SIM
outguess,NÃO,SIM
outlook-webapp-brute,NÃO,SIM
owabf,NÃO,SIM
owasp-bywaf,NÃO,SIM
owasp-zsc,NÃO,SIM
owrx_connector,NÃO,SIM
owtf,NÃO,SIM
pack,NÃO,SIM
packerid,NÃO,SIM
packet-o-matic,NÃO,SIM
packetq,NÃO,SIM
packetsender,NÃO,SIM
packit,NÃO,SIM
pacu,NÃO,SIM
pacumen,NÃO,SIM
padbuster,NÃO,SIM
padding-oracle-attacker,NÃO,SIM
padoracle,NÃO,SIM
padre,NÃO,SIM
pafish,NÃO,SIM
pagodo,NÃO,SIM
paho-mqtt-c,NÃO,SIM
paketto,NÃO,SIM
panhunt,NÃO,SIM
panoptic,NÃO,SIM
pappy-proxy,NÃO,SIM
parameth,NÃO,SIM
parampampam,NÃO,SIM
paramspider,NÃO,SIM
paranoic,NÃO,SIM
paros,NÃO,SIM
parse-evtx,NÃO,SIM
parsero,NÃO,SIM
paru,NÃO,SIM
pasco,NÃO,SIM
pass-station,NÃO,SIM
passdetective,NÃO,SIM
passe-partout,NÃO,SIM
passgan,NÃO,SIM
passhunt,NÃO,SIM
pastejacker,NÃO,SIM
pastemonitor,NÃO,SIM
pasv-agrsv,NÃO,SIM
patator,NÃO,SIM
patchkit,NÃO,SIM
pathzuzu,NÃO,SIM
pax-oracle,NÃO,SIM
payloadmask,NÃO,SIM
payloadsallthethings,NÃO,SIM
pblind,NÃO,SIM
pbscan,NÃO,SIM
pcapfex,NÃO,SIM
pcapfix,NÃO,SIM
pcapsipdump,NÃO,SIM
pcapteller,NÃO,SIM
pcapxray,NÃO,SIM
pcileech,NÃO,SIM
pcode2code,NÃO,SIM
pcredz,NÃO,SIM
pdblaster,NÃO,SIM
