Port Name,In FreeBSD Security,In BlackArch Porting
pdf-parser,NÃO,SIM
pdfbook-analyzer,NÃO,SIM
pdfgrab,NÃO,SIM
pdfid,NÃO,SIM
pdfresurrect,NÃO,SIM
pdfwalker,NÃO,SIM
pdgmail,NÃO,SIM
pe-bear,NÃO,SIM
pe-sieve,NÃO,SIM
peach,NÃO,SIM
peach-fuzz,NÃO,SIM
peass,NÃO,SIM
peepdf,NÃO,SIM
peepingtom,NÃO,SIM
peframe,NÃO,SIM
pemcrack,NÃO,SIM
pemcracker,NÃO,SIM
penbox,NÃO,SIM
pencode,NÃO,SIM
pentbox,NÃO,SIM
pentestgpt,NÃO,SIM
pentestly,NÃO,SIM
pentmenu,NÃO,SIM
pepe,NÃO,SIM
pepper,NÃO,SIM
periscope,NÃO,SIM
perl-algorithm-generatesequence,NÃO,SIM
perl-algorithm-permute,NÃO,SIM
perl-alien-gmp,NÃO,SIM
perl-cache-lru,NÃO,SIM
perl-cisco-copyconfig,NÃO,SIM
perl-class-accessor-lite,NÃO,SIM
perl-class-errorhandler,NÃO,SIM
perl-class-gomor,NÃO,SIM
perl-class-loader,NÃO,SIM
perl-color-output,NÃO,SIM
perl-convert-ascii-armour,NÃO,SIM
perl-convert-pem,NÃO,SIM
perl-cpan-meta,NÃO,SIM
perl-crypt-des_ede3,NÃO,SIM
perl-crypt-dh,NÃO,SIM
perl-crypt-dsa,NÃO,SIM
perl-crypt-idea,NÃO,SIM
perl-crypt-openssl-x509,NÃO,SIM
perl-crypt-primes,NÃO,SIM
perl-crypt-random,NÃO,SIM
perl-crypt-rsa,NÃO,SIM
perl-data-buffer,NÃO,SIM
perl-data-validate-ip,NÃO,SIM
perl-date-parse,NÃO,SIM
perl-devel-overloadinfo,NÃO,SIM
perl-digest-crc,NÃO,SIM
perl-digest-md2,NÃO,SIM
perl-digest-md4,NÃO,SIM
perl-digest-perl-md5,NÃO,SIM
perl-encoding-ber,NÃO,SIM
perl-expect,NÃO,SIM
perl-exporter-lite,NÃO,SIM
perl-furl,NÃO,SIM
perl-future,NÃO,SIM
perl-geography-countries,NÃO,SIM
perl-getopt-long,NÃO,SIM
perl-html-linkextractor,NÃO,SIM
perl-html-tagparser,NÃO,SIM
perl-http-dav,NÃO,SIM
perl-http-parser-xs,NÃO,SIM
perl-http-request-common,NÃO,SIM
perl-io-async,NÃO,SIM
perl-io-socket,NÃO,SIM
perl-io-socket-ip,NÃO,SIM
perl-io-socket-portstate,NÃO,SIM
perl-io-socket-socks,NÃO,SIM
perl-io-socket-socks-wrapper,NÃO,SIM
perl-io-socket-timeout,NÃO,SIM
perl-ip-country,NÃO,SIM
perl-libwhisker2,NÃO,SIM
perl-lwp-protocol-socks,NÃO,SIM
perl-lwp-useragent-proxyany,NÃO,SIM
perl-math-bigint-gmp,NÃO,SIM
perl-math-gmp,NÃO,SIM
perl-math-pari,NÃO,SIM
perl-md5,NÃO,SIM
perl-modern-perl,NÃO,SIM
perl-moose,NÃO,SIM
perl-net-cidr,NÃO,SIM
perl-net-dhcp,NÃO,SIM
perl-net-dns-lite,NÃO,SIM
perl-net-frame,NÃO,SIM
perl-net-frame-device,NÃO,SIM
perl-net-frame-dump,NÃO,SIM
perl-net-frame-layer-icmp6,NÃO,SIM
perl-net-frame-layer-ipv6,NÃO,SIM
perl-net-frame-layer-sinfp3,NÃO,SIM
perl-net-frame-simple,NÃO,SIM
perl-net-libdnet,NÃO,SIM
perl-net-libdnet6,NÃO,SIM
perl-net-netmask,NÃO,SIM
perl-net-nslookup,NÃO,SIM
perl-net-packet,NÃO,SIM
perl-net-pcap,NÃO,SIM
perl-net-pcaputils,NÃO,SIM
perl-net-rawip,NÃO,SIM
perl-net-socks,NÃO,SIM
perl-net-ssh-perl,NÃO,SIM
perl-net-ssh2,NÃO,SIM
perl-net-ssl-expiredate,NÃO,SIM
perl-net-subnet,NÃO,SIM
perl-net-tftp,NÃO,SIM
perl-net-whois-ip,NÃO,SIM
perl-net-write,NÃO,SIM
perl-net-write-fast,NÃO,SIM
perl-netpacket,NÃO,SIM
perl-number-range,NÃO,SIM
perl-parse-registry,NÃO,SIM
perl-perlio-via-timeout,NÃO,SIM
perl-rpc-xml,NÃO,SIM
perl-string-hexconvert,NÃO,SIM
perl-string-random,NÃO,SIM
perl-struct-dumb,NÃO,SIM
perl-term-ansicolor,NÃO,SIM
perl-term-menu,NÃO,SIM
perl-test-checkdeps,NÃO,SIM
perl-test-identity,NÃO,SIM
perl-test-refcount,NÃO,SIM
perl-test-sharedfork,NÃO,SIM
perl-test-tcp,NÃO,SIM
perl-test-tester,NÃO,SIM
perl-tftp,NÃO,SIM
perl-tie-encryptedhash,NÃO,SIM
perl-time-duration-parse,NÃO,SIM
perl-time-interval,NÃO,SIM
perl-uniq,NÃO,SIM
perl-universal-require,NÃO,SIM
perl-uri-escape,NÃO,SIM
perl-uri-fetch,NÃO,SIM
perl-url-encode,NÃO,SIM
perl-www-lw2,NÃO,SIM
perl-xml-dom,NÃO,SIM
persistencesniper,NÃO,SIM
petools,NÃO,SIM
pex,NÃO,SIM
pextractor,NÃO,SIM
pfff,NÃO,SIM
pfring-dkms,NÃO,SIM
pftriage,NÃO,SIM
pg-gvm,NÃO,SIM
pgdbf,NÃO,SIM
phantap,NÃO,SIM
phantom-evasion,NÃO,SIM
phantomcollect,NÃO,SIM
phantomjs,NÃO,SIM
phemail,NÃO,SIM
phishery,NÃO,SIM
phishingkithunter,NÃO,SIM
phoneinfoga,NÃO,SIM
phonesploit,NÃO,SIM
phonia,NÃO,SIM
phonon-qt4,NÃO,SIM
phoss,NÃO,SIM
photon,NÃO,SIM
php-findsock-shell,NÃO,SIM
php-malware-finder,NÃO,SIM
php-mt-seed,NÃO,SIM
php-pear,NÃO,SIM
php-rfi-payload-decoder,NÃO,SIM
php-vulnerability-hunter,NÃO,SIM
phpggc,NÃO,SIM
phpsploit,NÃO,SIM
phpstan,NÃO,SIM
phpstress,NÃO,SIM
phrasendrescher,NÃO,SIM
pidense,NÃO,SIM
pin,NÃO,SIM
pingcastle,NÃO,SIM
pinkerton,NÃO,SIM
pintool,NÃO,SIM
pintool2,NÃO,SIM
pip3line,NÃO,SIM
pipal,NÃO,SIM
pipeline,NÃO,SIM
pirana,NÃO,SIM
pivotsuite,NÃO,SIM
pixd,NÃO,SIM
pixload,NÃO,SIM
pkgcheck-arch,NÃO,SIM
pkinittools,NÃO,SIM
pkt2flow,NÃO,SIM
plasma-disasm,NÃO,SIM
platypus,NÃO,SIM
plcscan,NÃO,SIM
plecost,NÃO,SIM
plown,NÃO,SIM
plutil,NÃO,SIM
pmacct,NÃO,SIM
pmap,NÃO,SIM
pmapper,NÃO,SIM
pmcma,NÃO,SIM
pmdump,NÃO,SIM
pngcheck,NÃO,SIM
pnscan,NÃO,SIM
pocketsphinx,NÃO,SIM
pocsuite,NÃO,SIM
poison,NÃO,SIM
polenum,NÃO,SIM
poly,NÃO,SIM
polyswarm,NÃO,SIM
pompem,NÃO,SIM
poracle,NÃO,SIM
portia,NÃO,SIM
portmanteau,NÃO,SIM
portspoof,NÃO,SIM
postenum,NÃO,SIM
postman,NÃO,SIM
posttester,NÃO,SIM
powercloud,NÃO,SIM
powerfuzzer,NÃO,SIM
powerlessshell,NÃO,SIM
powermft,NÃO,SIM
powerops,NÃO,SIM
powershdll,NÃO,SIM
powersploit,NÃO,SIM
powerstager,NÃO,SIM
pown,NÃO,SIM
ppee,NÃO,SIM
ppfuzz,NÃO,SIM
ppmap,NÃO,SIM
ppscan,NÃO,SIM
pr0cks,NÃO,SIM
prads,NÃO,SIM
praeda,NÃO,SIM
pre2k,NÃO,SIM
preeny,NÃO,SIM
pret,NÃO,SIM
princeprocessor,NÃO,SIM
procdump,NÃO,SIM
proctal,NÃO,SIM
procyon,NÃO,SIM
profuzz,NÃO,SIM
prometheus-firewall,NÃO,SIM
promiscdetect,NÃO,SIM
promptfoo,NÃO,SIM
protos-sip,NÃO,SIM
protosint,NÃO,SIM
prowler,NÃO,SIM
proxenet,NÃO,SIM
proxify,NÃO,SIM
proxybroker,NÃO,SIM
proxybroker2,NÃO,SIM
proxyp,NÃO,SIM
proxyscan,NÃO,SIM
ps1encode,NÃO,SIM
pscan,NÃO,SIM
pshitt,NÃO,SIM
pspy,NÃO,SIM
pstoreview,NÃO,SIM
ptf,NÃO,SIM
pth,NÃO,SIM
pth-toolkit,NÃO,SIM
pulsar,NÃO,SIM
punk,NÃO,SIM
punter,NÃO,SIM
pupy,NÃO,SIM
pureblood,NÃO,SIM
puredns,NÃO,SIM
pwcrack,NÃO,SIM
pwd-hash,NÃO,SIM
pwdlogy,NÃO,SIM
pwdlyser,NÃO,SIM
pwdump,NÃO,SIM
pwfuzz-rs,NÃO,SIM
pwnat,NÃO,SIM
pwncat,NÃO,SIM
pwncat-caleb,NÃO,SIM
pwndora,NÃO,SIM
pwndrop,NÃO,SIM
pwned,NÃO,SIM
pwned-search,NÃO,SIM
pwnedornot,NÃO,SIM
pwnedpasswords,NÃO,SIM
pwnloris,NÃO,SIM
pyadrecon,NÃO,SIM
pyaxmlparser,NÃO,SIM
pybozocrack,NÃO,SIM
pyclutter,NÃO,SIM
pydictor,NÃO,SIM
pyersinia,NÃO,SIM
pyew,NÃO,SIM
pyexfil,NÃO,SIM
pyfiscan,NÃO,SIM
pyfuscation,NÃO,SIM
pygoocanvas,NÃO,SIM
pygpoabuse,NÃO,SIM
pygtk,NÃO,SIM
pygtksourceview2,NÃO,SIM
pyinstaller,NÃO,SIM
pyinstaller-hooks-contrib,NÃO,SIM
pyinstxtractor,NÃO,SIM
pyjfuzz,NÃO,SIM
pykek,NÃO,SIM
pymeta,NÃO,SIM
pyminifakedns,NÃO,SIM
pymssql,NÃO,SIM
pypy3-flit-core,NÃO,SIM
pyqt3,NÃO,SIM
pyqt4-common,NÃO,SIM
pyqt5-common,NÃO,SIM
pyrasite,NÃO,SIM
pyrdp,NÃO,SIM
pyrit,NÃO,SIM
pyssltest,NÃO,SIM
pytacle,NÃO,SIM
pytbull,NÃO,SIM
pythem,NÃO,SIM
python-aardwolf,NÃO,SIM
python-about-time,NÃO,SIM
python-acquire,NÃO,SIM
python-adblockparser,NÃO,SIM
python-aenum,NÃO,SIM
python-aesedb,NÃO,SIM
python-ahocorasick,NÃO,SIM
python-aiocache,NÃO,SIM
python-aiocmd,NÃO,SIM
python-aiohttp-jinja2,NÃO,SIM
python-aiohttp-xmlrpc,NÃO,SIM
python-aiomultiprocess,NÃO,SIM
python-aiorun,NÃO,SIM
python-aiosmb,NÃO,SIM
python-aiosmtplib,NÃO,SIM
python-aiowinreg,NÃO,SIM
python-aiowmi,NÃO,SIM
python-ajpy,NÃO,SIM
python-alexa-top-sites,NÃO,SIM
python-alive-progress,NÃO,SIM
python-altgraph,NÃO,SIM
python-amqp,NÃO,SIM
python-antlerinator,NÃO,SIM
python-anyascii,NÃO,SIM
python-apache-log-parser,NÃO,SIM
python-api-dnsdumpster,NÃO,SIM
python-apksigtool,NÃO,SIM
python-apng,NÃO,SIM
python-apscheduler,NÃO,SIM
python-arabic-reshaper,NÃO,SIM
python-arc4,NÃO,SIM
python-archiveis,NÃO,SIM
python-argparse,NÃO,SIM
python-arpreq,NÃO,SIM
python-arpspoof,NÃO,SIM
python-arsenic,NÃO,SIM
python-artifacts,NÃO,SIM
python-ascii_graph,NÃO,SIM
python-asciistuff,NÃO,SIM
python-asciitree,NÃO,SIM
python-asn1tools,NÃO,SIM
python-asyauth,NÃO,SIM
python-async,NÃO,SIM
python-async-timeout,NÃO,SIM
python-asyncio,NÃO,SIM
python-asyncio-throttle,NÃO,SIM
python-asysocks,NÃO,SIM
python-atom,NÃO,SIM
python-augmentor,NÃO,SIM
python-autoslot,NÃO,SIM
python-awake,NÃO,SIM
python-azure-cli-core,NÃO,SIM
python-azure-common,NÃO,SIM
python-azure-mgmt-keyvault,NÃO,SIM
python-azure-mgmt-monitor,NÃO,SIM
python-azure-mgmt-network,NÃO,SIM
python-azure-mgmt-redis,NÃO,SIM
python-azure-mgmt-resource,NÃO,SIM
python-azure-mgmt-security,NÃO,SIM
python-azure-mgmt-sql,NÃO,SIM
python-azure-mgmt-storage,NÃO,SIM
python-azure-mgmt-web,NÃO,SIM
python-backcall,NÃO,SIM
python-backoff,NÃO,SIM
python-backports-lzma,NÃO,SIM
python-backports.csv,NÃO,SIM
python-backports.shutil-get-terminal-size,NÃO,SIM
python-bacpypes,NÃO,SIM
python-badges,NÃO,SIM
python-banal,NÃO,SIM
python-beautifultable,NÃO,SIM
python-bencode,NÃO,SIM
python-bencode.py,NÃO,SIM
python-bertopic,NÃO,SIM
python-billiard,NÃO,SIM
python-binplist,NÃO,SIM
python-bintrees,NÃO,SIM
python-biplist,NÃO,SIM
python-bitstruct,NÃO,SIM
python-blessings,NÃO,SIM
python-blis,NÃO,SIM
python-boltons,NÃO,SIM
python-booby-ng,NÃO,SIM
python-boofuzz,NÃO,SIM
python-boto,NÃO,SIM
python-branca,NÃO,SIM
python-brotlipy,NÃO,SIM
python-browser-cookie3,NÃO,SIM
python-bs4,NÃO,SIM
python-bson,NÃO,SIM
python-build-utils,NÃO,SIM
python-builtwith,NÃO,SIM
python-cached-property,NÃO,SIM
python-case,NÃO,SIM
python-catalogue,NÃO,SIM
python-cchardet,NÃO,SIM
python-ccrawl,NÃO,SIM
python-celery,NÃO,SIM
python-cement,NÃO,SIM
python-censys,NÃO,SIM
python-cerbeyra-api,NÃO,SIM
python-cfscrape,NÃO,SIM
python-checksumdir,NÃO,SIM
python-chepy,NÃO,SIM
python-cherrypy-cors,NÃO,SIM
python-chromedriver-autoinstaller,NÃO,SIM
python-clamd,NÃO,SIM
python-clearbit,NÃO,SIM
python-cli-helpers,NÃO,SIM
python-click-config-file,NÃO,SIM
python-click-option-group,NÃO,SIM
python-click-plugins,NÃO,SIM
python-click-repl,NÃO,SIM
python-click-shell,NÃO,SIM
python-clickclick,NÃO,SIM
python-clint,NÃO,SIM
python-cloudscraper,NÃO,SIM
python-cluster,NÃO,SIM
python-coapthon,NÃO,SIM
python-codecov,NÃO,SIM
python-coding,NÃO,SIM
python-colored,NÃO,SIM
python-colorizer,NÃO,SIM
python-colorscript,NÃO,SIM
python-columnar,NÃO,SIM
python-commandparse,NÃO,SIM
python-comment-parser,NÃO,SIM
python-config,NÃO,SIM
python-connexion,NÃO,SIM
python-console-menu,NÃO,SIM
python-consolemd,NÃO,SIM
python-couchdb,NÃO,SIM
python-couchdbkit,NÃO,SIM
python-coveralls,NÃO,SIM
python-cowpy,NÃO,SIM
python-cpppo,NÃO,SIM
python-cprint,NÃO,SIM
python-crc16,NÃO,SIM
python-crccheck,NÃO,SIM
python-crcelk,NÃO,SIM
python-crochet,NÃO,SIM
python-crossplane,NÃO,SIM
python-crysp,NÃO,SIM
python-crytic-compile,NÃO,SIM
python-cssutils,NÃO,SIM
python-cstruct,NÃO,SIM
python-cursor,NÃO,SIM
python-cvss,NÃO,SIM
python-cx_oracle,NÃO,SIM
python-cxxfilt,NÃO,SIM
python-cxxheaderparser,NÃO,SIM
python-cybox,NÃO,SIM
python-cymon,NÃO,SIM
python-cymruwhois,NÃO,SIM
python-dataset,NÃO,SIM
python-defang,NÃO,SIM
python-defusedcsv,NÃO,SIM
python-delegator,NÃO,SIM
python-delegator.py,NÃO,SIM
python-demjson,NÃO,SIM
python-dfdatetime,NÃO,SIM
python-dfvfs,NÃO,SIM
python-dfwinreg,NÃO,SIM
python-dhcplib,NÃO,SIM
python-dict2xml,NÃO,SIM
python-dicttoxml,NÃO,SIM
python-dis3,NÃO,SIM
python-discord-webhook,NÃO,SIM
python-diskcache,NÃO,SIM
python-dissect.archive,NÃO,SIM
python-dissect.btrfs,NÃO,SIM
python-dissect.cim,NÃO,SIM
python-dissect.clfs,NÃO,SIM
python-dissect.esedb,NÃO,SIM
python-dissect.etl,NÃO,SIM
python-dissect.eventlog,NÃO,SIM
python-dissect.evidence,NÃO,SIM
python-dissect.executable,NÃO,SIM
python-dissect.extfs,NÃO,SIM
python-dissect.fat,NÃO,SIM
python-dissect.ffs,NÃO,SIM
python-dissect.fve,NÃO,SIM
python-dissect.hypervisor,NÃO,SIM
python-dissect.jffs,NÃO,SIM
python-dissect.ntfs,NÃO,SIM
python-dissect.ole,NÃO,SIM
python-dissect.regf,NÃO,SIM
python-dissect.shellitem,NÃO,SIM
python-dissect.sql,NÃO,SIM
python-dissect.squashfs,NÃO,SIM
python-dissect.target,NÃO,SIM
python-dissect.thumbcache,NÃO,SIM
python-dissect.util,NÃO,SIM
python-dissect.vmfs,NÃO,SIM
python-dissect.volume,NÃO,SIM
python-dissect.xfs,NÃO,SIM
python-django-nose,NÃO,SIM
python-django-ratelimit,NÃO,SIM
python-django-tables2,NÃO,SIM
python-dlib,NÃO,SIM
python-dm-tree,NÃO,SIM
python-dnsimple,NÃO,SIM
python-dnsknife,NÃO,SIM
python-doc2dash,NÃO,SIM
python-docstring-parser,NÃO,SIM
python-docx,NÃO,SIM
python-docx2python,NÃO,SIM
python-docx2txt,NÃO,SIM
python-dpath,NÃO,SIM
python-dploot,NÃO,SIM
python-ds-store,NÃO,SIM
python-dsinternals,NÃO,SIM
python-dsnap,NÃO,SIM
python-dtfabric,NÃO,SIM
python-dukpy,NÃO,SIM
python-easydict,NÃO,SIM
python-easyinject,NÃO,SIM
python-ebooklib,NÃO,SIM
python-editdistance,NÃO,SIM
python-efilter,NÃO,SIM
python-egcd,NÃO,SIM
python-egg-timer,NÃO,SIM
python-elfesteem,NÃO,SIM
python-elixir,NÃO,SIM
python-emailprotectionslib,NÃO,SIM
python-enaml,NÃO,SIM
python-enhancements,NÃO,SIM
python-enum-compat,NÃO,SIM
python-environs,NÃO,SIM
python-esmre,NÃO,SIM
python-esprima,NÃO,SIM
python-eth-hash,NÃO,SIM
python-eth-typing,NÃO,SIM
python-eth-utils,NÃO,SIM
python-event-bus,NÃO,SIM
python-exchangelib,NÃO,SIM
python-exif,NÃO,SIM
python-exifread,NÃO,SIM
python-exiv2,NÃO,SIM
python-exscript,NÃO,SIM
python-face,NÃO,SIM
python-face-recognition,NÃO,SIM
python-face-recognition-models,NÃO,SIM
python-facebook-sdk,NÃO,SIM
python-facepy,NÃO,SIM
python-fado,NÃO,SIM
python-fake-useragent,NÃO,SIM
python-faraday-plugins,NÃO,SIM
python-fastecdsa,NÃO,SIM
python-feedformater,NÃO,SIM
python-filedepot,NÃO,SIM
python-filemagic,NÃO,SIM
python-filequeue,NÃO,SIM
python-filteralchemy-fork,NÃO,SIM
python-first,NÃO,SIM
python-flake8-debugger,NÃO,SIM
python-flake8-per-file-ignores,NÃO,SIM
python-flask-api,NÃO,SIM
python-flask-apscheduler,NÃO,SIM
python-flask-babelex,NÃO,SIM
python-flask-basicauth,NÃO,SIM
python-flask-bcrypt,NÃO,SIM
python-flask-classful,NÃO,SIM
python-flask-classy,NÃO,SIM
python-flask-httpauth,NÃO,SIM
python-flask-jwt-extended,NÃO,SIM
python-flask-kvsession-fork,NÃO,SIM
python-flask-mongoengine,NÃO,SIM
python-flask-negotiation,NÃO,SIM
python-flask-pymongo,NÃO,SIM
python-flask-restless,NÃO,SIM
python-flask-restplus,NÃO,SIM
python-flask-rich,NÃO,SIM
python-flask-security,NÃO,SIM
python-flask-session,NÃO,SIM
python-flask-whooshalchemy-redux,NÃO,SIM
python-flatbencode,NÃO,SIM
python-flickrapi,NÃO,SIM
python-flipflop,NÃO,SIM
python-flow.record,NÃO,SIM
python-folium,NÃO,SIM
python-fpdf,NÃO,SIM
python-frida,NÃO,SIM
python-frida-tools,NÃO,SIM
python-fullcontactpy,NÃO,SIM
python-funcy,NÃO,SIM
python-fusepy,NÃO,SIM
python-future,NÃO,SIM
python-future-annotations,NÃO,SIM
python-fuzzyfinder,NÃO,SIM
python-fuzzywuzzy,NÃO,SIM
python-galeodes,NÃO,SIM
python-gdshortener,NÃO,SIM
python-gensim,NÃO,SIM
python-geotext,NÃO,SIM
python-get-mac,NÃO,SIM
python-getmac,NÃO,SIM
python-github3.py,NÃO,SIM
python-gitignore-parser,NÃO,SIM
python-glom,NÃO,SIM
python-gnureadline,NÃO,SIM
python-google,NÃO,SIM
python-google-cloud-container,NÃO,SIM
python-google-cloud-core,NÃO,SIM
python-google-cloud-iam,NÃO,SIM
python-google-cloud-logging,NÃO,SIM
python-google-cloud-monitoring,NÃO,SIM
python-google-cloud-resource-manager,NÃO,SIM
python-google-cloud-storage,NÃO,SIM
python-google-crc32c,NÃO,SIM
python-google-play-scraper,NÃO,SIM
python-google-resumable-media,NÃO,SIM
python-google-search-api,NÃO,SIM
python-google-streetview,NÃO,SIM
python-googletransx,NÃO,SIM
python-gps,NÃO,SIM
python-gpsoauth,NÃO,SIM
python-gramfuzz,NÃO,SIM
python-grandalf,NÃO,SIM
python-grapheme,NÃO,SIM
python-graphillion,NÃO,SIM
python-greenery,NÃO,SIM
python-guess-language,NÃO,SIM
python-h3,NÃO,SIM
python-hammertime-http,NÃO,SIM
python-hashid,NÃO,SIM
python-helpers,NÃO,SIM
python-hgapi,NÃO,SIM
python-hpfeeds3,NÃO,SIM
python-hrt,NÃO,SIM
python-html-similarity,NÃO,SIM
python-htmlentities,NÃO,SIM
python-htmlparser,NÃO,SIM
python-httmock,NÃO,SIM
python-http-parser,NÃO,SIM
python-http-tools,NÃO,SIM
python-httpagentparser,NÃO,SIM
python-httpcap,NÃO,SIM
python-httpreplay,NÃO,SIM
python-httpx-ntlm,NÃO,SIM
python-httpx-socks,NÃO,SIM
python-huepy,NÃO,SIM
python-hurry-filesize,NÃO,SIM
python-hyper,NÃO,SIM
python-iampoliciesgonewild,NÃO,SIM
python-idalink,NÃO,SIM
python-idna_ssl,NÃO,SIM
python-imagehash,NÃO,SIM
python-imageio-ffmpeg,NÃO,SIM
python-imgcat,NÃO,SIM
python-imp3,NÃO,SIM
python-influxdb,NÃO,SIM
python-iniparse,NÃO,SIM
python-inquirer,NÃO,SIM
python-inspect2,NÃO,SIM
python-instagram-private-api,NÃO,SIM
python-instagramapi,NÃO,SIM
python-iocextract,NÃO,SIM
python-ip2location,NÃO,SIM
python-ipaddr,NÃO,SIM
python-ipapi,NÃO,SIM
python-ipcalc,NÃO,SIM
python-ipdb,NÃO,SIM
python-ipgetter,NÃO,SIM
python-ipparser,NÃO,SIM
python-iptools,NÃO,SIM
python-ipwhois,NÃO,SIM
python-ipy,NÃO,SIM
python-isc_dhcp_leases,NÃO,SIM
python-ishell,NÃO,SIM
python-iso3166,NÃO,SIM
python-ivre,NÃO,SIM
python-javalang,NÃO,SIM
python-jinja-time,NÃO,SIM
python-jproperties,NÃO,SIM
python-jpype1,NÃO,SIM
python-js8py,NÃO,SIM
python-jsmin,NÃO,SIM
python-json2html,NÃO,SIM
python-jsonpath-rw,NÃO,SIM
python-keyboard,NÃO,SIM
python-keylogger,NÃO,SIM
python-kill,NÃO,SIM
python-kismet-rest,NÃO,SIM
python-kombu,NÃO,SIM
python-kwconfig,NÃO,SIM
python-lazy-import,NÃO,SIM
python-ldap0,NÃO,SIM
python-ldaptor,NÃO,SIM
python-libarchive,NÃO,SIM
python-libbde-python,NÃO,SIM
python-libcreg-python,NÃO,SIM
python-libesedb-python,NÃO,SIM
python-libevt-python,NÃO,SIM
python-libevtx-python,NÃO,SIM
python-libewf-python,NÃO,SIM
python-libfsapfs-python,NÃO,SIM
python-libfsntfs-python,NÃO,SIM
python-libfvde-python,NÃO,SIM
python-libfwnt-python,NÃO,SIM
python-libfwsi-python,NÃO,SIM
python-libkeepass,NÃO,SIM
python-liblnk-python,NÃO,SIM
python-libluksde-python,NÃO,SIM
python-libmagic,NÃO,SIM
python-libmsiecf-python,NÃO,SIM
python-libnum,NÃO,SIM
python-libolecf-python,NÃO,SIM
python-libqcow-python,NÃO,SIM
python-libregf-python,NÃO,SIM
python-libretranslatepy,NÃO,SIM
python-libsast,NÃO,SIM
python-libscca-python,NÃO,SIM
python-libsigscan-python,NÃO,SIM
python-libsmdev-python,NÃO,SIM
python-libsmraw-python,NÃO,SIM
python-libtaxii,NÃO,SIM
python-libusb,NÃO,SIM
python-libvhdi-python,NÃO,SIM
python-libvmdk-python,NÃO,SIM
python-libvmi,NÃO,SIM
python-libvshadow-python,NÃO,SIM
python-libvslvm-python,NÃO,SIM
python-lief,NÃO,SIM
python-limits,NÃO,SIM
python-litecli,NÃO,SIM
python-livereload,NÃO,SIM
python-lml,NÃO,SIM
python-lnkparse3,NÃO,SIM
python-lsassy,NÃO,SIM
python-luhn,NÃO,SIM
python-lzallright,NÃO,SIM
python-m2crypto,NÃO,SIM
python-mac-alias,NÃO,SIM
python-macholib,NÃO,SIM
python-maclookup,NÃO,SIM
python-markovify,NÃO,SIM
python-marshmallow-autoschema,NÃO,SIM
python-marshmallow-enum,NÃO,SIM
python-marshmallow-har,NÃO,SIM
python-masky,NÃO,SIM
python-mcafee-epo,NÃO,SIM
python-md2pdf,NÃO,SIM
python-mdutils,NÃO,SIM
python-mechanicalsoup,NÃO,SIM
python-miasm-git,NÃO,SIM
python-mimerender,NÃO,SIM
python-minikerberos,NÃO,SIM
python-mispy,NÃO,SIM
python-mistune1,NÃO,SIM
python-mixbox,NÃO,SIM
python-mmbot,NÃO,SIM
python-mmh3,NÃO,SIM
python-mnist,NÃO,SIM
python-mock,NÃO,SIM
python-modbus-tk,NÃO,SIM
python-moviepy,NÃO,SIM
python-mox3,NÃO,SIM
python-mr.bob,NÃO,SIM
python-msal,NÃO,SIM
python-msgspec,NÃO,SIM
python-msldap,NÃO,SIM
python-msoffcrypto-tool,NÃO,SIM
python-msrest,NÃO,SIM
python-msrestazure,NÃO,SIM
python-multipartposthandler,NÃO,SIM
python-munge,NÃO,SIM
python-murmurhash,NÃO,SIM
python-name-that-hash,NÃO,SIM
python-names,NÃO,SIM
python-nassl,NÃO,SIM
python-neo4j-driver,NÃO,SIM
python-neobolt,NÃO,SIM
python-neotime,NÃO,SIM
python-netfilterqueue,NÃO,SIM
python-normality,NÃO,SIM
python-notifiers,NÃO,SIM
python-notify_py,NÃO,SIM
python-nplusone,NÃO,SIM
python-ntplib,NÃO,SIM
python-nyawc,NÃO,SIM
python-oauth2,NÃO,SIM
python-obfuscator,NÃO,SIM
python-ochre,NÃO,SIM
python-odict,NÃO,SIM
python-oletools,NÃO,SIM
python-omitempty,NÃO,SIM
python-onelogin,NÃO,SIM
python-openstep-parser,NÃO,SIM
python-opinel,NÃO,SIM
python-optparse-pretty,NÃO,SIM
python-ordereddict,NÃO,SIM
python-orionsdk,NÃO,SIM
python-otxv2,NÃO,SIM
python-pager,NÃO,SIM
python-parsley,NÃO,SIM
python-passivetotal,NÃO,SIM
python-pathlib,NÃO,SIM
python-pathlib2,NÃO,SIM
python-pathmatch,NÃO,SIM
python-pbkdf2_ctypes,NÃO,SIM
python-pcapfile,NÃO,SIM
python-pcodedmp,NÃO,SIM
python-pdfkit,NÃO,SIM
python-pdfminer3k,NÃO,SIM
python-peid,NÃO,SIM
python-pep517,NÃO,SIM
python-pep8,NÃO,SIM
python-pfp,NÃO,SIM
python-pgcli,NÃO,SIM
python-pgpdump,NÃO,SIM
python-pgrep,NÃO,SIM
python-phply,NÃO,SIM
python-pick,NÃO,SIM
python-pillow6,NÃO,SIM
python-pin,NÃO,SIM
python-ping3,NÃO,SIM
python-pip-shims,NÃO,SIM
python-piplapis-python,NÃO,SIM
python-pkg-about,NÃO,SIM
python-plac,NÃO,SIM
python-plaso,NÃO,SIM
python-play-scraper,NÃO,SIM
python-plotext,NÃO,SIM
python-pluginbase,NÃO,SIM
python-plugnplay,NÃO,SIM
python-plum-py,NÃO,SIM
python-pmw,NÃO,SIM
